catalog_number,copy_number,gri_has_copy,price_recorded,owner_code,owner_location
Br-13942,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13943,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13943,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13943,,,,FL,"A.J. Finberg, London, England"
Br-13943,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13944,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13944,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13944,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13944,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13945,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13945,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13946,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13946,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13946,,,,FL,"A.J. Finberg, London, England"
Br-13946,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13947,,No,,BML,"British Library, London, England"
Br-13964,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13948,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13948,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13949,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13950,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13950,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13950,,,,FL,"A.J. Finberg, London, England"
Br-13950,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13950,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-13951,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13951,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13951,,,,FL,"A.J. Finberg, London, England"
Br-13951,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13951,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-13952,I,Yes,,BML,"British Library, London, England"
Br-13952,II,No,,BML,"British Library, London, England"
Br-13952,,,,BMPL,"British Museum, Print Room, London, England"
Br-13953,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13953,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13953,,No,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-13954,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13954,,,,FL,"A.J. Finberg, London, England"
Br-13955,I,Yes,,BML,"British Library, London, England"
Br-13955,II,No,,BML,"British Library, London, England"
Br-13956,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13956,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13957,,,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13958,I,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13958,II,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13958,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13958,,No,,CIL,"Courtauld Institute, London, England"
Br-13958,,,,FL,"A.J. Finberg, London, England"
Br-13958,,,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13958,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13959,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13960,,Yes,,WCL,"Wallace Collection, London, England"
Br-13961,I,No,,BML,"British Library, London, England"
Br-13961,II,No,,BML,"British Library, London, England"
Br-13961,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13961,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-13961,,No,,GNY,"Grolier Club of New York, New York, NY, USA"
Br-13962,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13962,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13962,,,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13962,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13963,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13963,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13963,,,,FL,"A.J. Finberg, London, England"
Br-13963,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13965,I,Yes,,BML,"British Library, London, England"
Br-13965,II,No,,BML,"British Library, London, England"
Br-13966,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13966,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13966,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13967,,No,,BML,"British Library, London, England"
Br-13968,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13968,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13969,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13969,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13969,,,,FL,"A.J. Finberg, London, England"
Br-13969,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13969,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-13970,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13970,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13971,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13972,I,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13972,II,No,,CL,"Christie, Manson & Woods, London, England"
Br-13972,III,No,,CL,"Christie, Manson & Woods, London, England"
Br-13972,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13972,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13972,,No,,NGL,"National Gallery, London, England"
Br-13972,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13972,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-13972,,,,BNRP,"Bibliothque nationale, Dpartement des Imprims, Rserve, Paris, France"
Br-13972,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-13972,I,No,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-13972,II,No,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-13972,,No,,SCNP,"E.G. Spencer Churchill, Northwick Park, England"
Br-13973,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13973,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13974,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13974,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13974,,,,FL,"A.J. Finberg, London, England"
Br-13974,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13974,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-13975,I,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13975,II,No,,CL,"Christie, Manson & Woods, London, England"
Br-13975,,No,,NGL,"National Gallery, London, England"
Br-13975,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13975,,No,,SCNP,"E.G. Spencer Churchill, Northwick Park, England"
Br-13976,I,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13976,II,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13977,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13977,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13977,,,,FL,"A.J. Finberg, London, England"
Br-13978,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13978,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-13978,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13979,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13979,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13979,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13979,,No,,NGL,"National Gallery, London, England"
Br-13979,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-13980,I,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13980,II,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13980,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13980,,,,FL,"A.J. Finberg, London, England"
Br-13980,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13980,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-13981,I,Yes,,BML,"British Library, London, England"
Br-13981,II,No,,BML,"British Library, London, England"
Br-13982,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13982,I,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13982,II,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13982,III,No,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13982,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-13982,,No,,SML,"Sir John Soane's Museum, London, England"
Br-14300,I,No,,BML,"British Library, London, England"
Br-14300,II,No,,BML,"British Library, London, England"
Br-13984,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13984,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13984,,,,FL,"A.J. Finberg, London, England"
Br-13985,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13985,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13985,,No,,BMPL,"British Museum, Print Room, London, England"
Br-13985,,,,BNRP,"Bibliothque nationale, Dpartement des Imprims, Rserve, Paris, France"
Br-13985,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-13985,,No,,BLO,"Bodleian Library, Oxford, England"
Br-13986,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13986,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13986,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13987,I,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13987,II,,,CL,"Christie, Manson & Woods, London, England"
Br-13987,,,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13987,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-13988,I,Yes,,BML,"British Library, London, England"
Br-13988,II,No,,BML,"British Library, London, England"
Br-13988,,No,,BMPL,"British Museum, Print Room, London, England"
Br-13989,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13989,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13989,,No,,BMPL,"British Museum, Print Room, London, England"
Br-13989,,,,FL,"A.J. Finberg, London, England"
Br-13989,I,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13989,II,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13989,,No,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-13989,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13990,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13991,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13992,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13993,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13994,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13994,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13994,,No,,BMPL,"British Museum, Print Room, London, England"
Br-13995,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-13995,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-13995,,,,FL,"A.J. Finberg, London, England"
Br-13995,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13996,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13996,I,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13996,II,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13996,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13997,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-13997,,,,BNRP,"Bibliothque nationale, Dpartement des Imprims, Rserve, Paris, France"
Br-13997,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-13997,,No,,CIL,"Courtauld Institute, London, England"
Br-13997,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13997,,No,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
Br-13997,,Yes,,WCL,"Wallace Collection, London, England"
Br-13998,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-13998,,,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13998,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-13998,,No,,SML,"Sir John Soane's Museum, London, England"
Br-13999,,No,,BMPL,"British Museum, Print Room, London, England"
Br-13999,,No,,BML,"British Library, London, England"
Br-14000,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-14000,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-14000,,,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-14001,,Yes,,???,Location unknown
Br-14002,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-14002,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-14002,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-14002,,No,,CIL,"Courtauld Institute, London, England"
Br-14002,,No,,NGL,"National Gallery, London, England"
Br-14002,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-14002,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-14002,,No,,BMPL,"British Museum, Print Room, London, England"
Br-14002,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-14002,I,No,,SML,"Sir John Soane's Museum, London, England"
Br-14002,II,No,,SML,"Sir John Soane's Museum, London, England"
Br-14003,,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-14003,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-14003,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-14003,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
Br-14004,,Yes,,WCL,"Wallace Collection, London, England"
Br-14004,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-14005,I,Yes,,CL,"Christie, Manson & Woods, London, England"
Br-14005,II,No,,CL,"Christie, Manson & Woods, London, England"
Br-14005,,No,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-14005,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-14005,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
Br-14005,,No,,NGL,"National Gallery, London, England"
Br-14005,,,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-14005,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-14006,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-14006,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-14006,,,,FL,"A.J. Finberg, London, England"
Br-14006,,,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-14006,,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
Br-14006,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
Br-14007,I,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-14007,II,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
Br-14007,,Yes,,BIB,"Barber Institute of Fine Arts, Birmingham University, Birmingham, England"
Br-14007,,,,FL,"A.J. Finberg, London, England"
Br-14007,,,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-13977a,,Yes,,YCNH,"Yale Center for British Art, New Haven, CT"
Br-14009,,Yes,,CL,"Christie, Manson & Woods, London, England"
